-2.017260044813156128e-01,1.744791716337203979e-01,-4.154204130172729492e-01,-4.261006414890289307e-01
-2.572815418243408203e-01,-3.385416790843009949e-02,-4.029386639595031738e-01,-4.261006414890289307e-01
-3.128370940685272217e-01,4.947916790843009949e-02,-4.117159843444824219e-01,-4.261006414890289307e-01
-3.406148850917816162e-01,7.812500000000000000e-03,-3.984712660312652588e-01,-4.316471815109252930e-01
-2.295037806034088135e-01,8.117452263832092285e-02,-4.154204130172729492e-01,-4.261006414890289307e-01
-1.158135384321212769e-01,3.411458432674407959e-01,-3.645729422569274902e-01,-3.755845427513122559e-01
-2.341232150793075562e-01,1.328125000000000000e-01,-4.154204130172729492e-01,-3.999004364013671875e-01
-2.319458574056625366e-01,1.328125000000000000e-01,-3.984712660312652588e-01,-4.261006414890289307e-01
-3.961704373359680176e-01,-7.552083581686019897e-02,-4.154204130172729492e-01,-4.463443458080291748e-01
-3.414665758609771729e-01,7.812500000000000000e-03,-4.181567728519439697e-01,-4.677672982215881348e-01
-1.183926612138748169e-01,3.812666237354278564e-01,-3.984712660312652588e-01,-4.261006414890289307e-01
-2.850593328475952148e-01,3.297715634107589722e-02,-4.032930731773376465e-01,-4.261006414890289307e-01
-2.850593328475952148e-01,-3.385416790843009949e-02,-4.154204130172729492e-01,-4.677672982215881348e-01
-4.239482283592224121e-01,-3.385416790843009949e-02,-4.258603751659393311e-01,-4.677672982215881348e-01
-1.071810871362686157e-01,3.828125000000000000e-01,-4.493187069892883301e-01,-4.261006414890289307e-01
-3.505933284759521484e-02,5.494791865348815918e-01,-3.984712660312652588e-01,-3.427672982215881348e-01
-9.744454175233840942e-02,3.411458432674407959e-01,-4.323695600032806396e-01,-3.427672982215881348e-01
-2.017260044813156128e-01,3.300939127802848816e-02,-3.058009445667266846e-01,-3.585559725761413574e-01
-3.505933284759521484e-02,2.994791567325592041e-01,-3.645729422569274902e-01,-3.731383681297302246e-01
-2.017260044813156128e-01,2.994791567325592041e-01,-4.231306910514831543e-01,-3.844339549541473389e-01
-2.153201401233673096e-01,1.328125000000000000e-01,-3.645729422569274902e-01,-3.802435398101806641e-01
-2.017260044813156128e-01,2.578125000000000000e-01,-3.984712660312652588e-01,-4.077342748641967773e-01
-3.406148850917816162e-01,2.161458283662796021e-01,-4.376385509967803955e-01,-4.003654420375823975e-01
-1.926935911178588867e-01,9.114583581686019897e-02,-3.645729422569274902e-01,-3.011006414890289307e-01
-2.850593328475952148e-01,1.328125000000000000e-01,-3.931714892387390137e-01,-3.836824297904968262e-01
-3.395668268203735352e-01,-3.385416790843009949e-02,-3.815220892429351807e-01,-3.980708718299865723e-01
-2.002385854721069336e-01,1.328125000000000000e-01,-3.107583522796630859e-01,-2.717650830745697021e-01
-2.090959250926971436e-01,1.744791716337203979e-01,-3.984712660312652588e-01,-4.261006414890289307e-01
-2.325096726417541504e-01,1.328125000000000000e-01,-4.154204130172729492e-01,-4.044017791748046875e-01
-3.128370940685272217e-01,4.947916790843009949e-02,-3.815220892429351807e-01,-4.261006414890289307e-01
-2.850593328475952148e-01,7.812500000000000000e-03,-3.815220892429351807e-01,-4.261006414890289307e-01
-2.004314661026000977e-01,1.328125000000000000e-01,-3.984712660312652588e-01,-3.427672982215881348e-01
-1.739482134580612183e-01,4.244791567325592041e-01,-3.984712660312652588e-01,-4.067114889621734619e-01
-9.061488509178161621e-02,4.661458432674407959e-01,-4.154204130172729492e-01,-4.261006414890289307e-01
-2.572815418243408203e-01,7.812500000000000000e-03,-4.126648902893066406e-01,-4.622915983200073242e-01
-2.295037806034088135e-01,4.947916790843009949e-02,-4.493187069892883301e-01,-4.261006414890289307e-01
-2.619343400001525879e-01,9.136921167373657227e-02,-4.108180999755859375e-01,-4.261006414890289307e-01
-1.956086456775665283e-01,2.161458283662796021e-01,-4.154204130172729492e-01,-4.677672982215881348e-01
-3.961704373359680176e-01,-3.385416790843009949e-02,-4.323695600032806396e-01,-4.261006414890289307e-01
-2.017260044813156128e-01,1.328125000000000000e-01,-4.086107313632965088e-01,-4.261006414890289307e-01
-2.295037806034088135e-01,1.744791716337203979e-01,-4.085121750831604004e-01,-3.844339549541473389e-01
-3.683926761150360107e-01,-3.255208432674407959e-01,-4.323695600032806396e-01,-4.558393359184265137e-01
-2.953523695468902588e-01,4.947916790843009949e-02,-4.108120501041412354e-01,-4.261006414890289307e-01
-2.295037806034088135e-01,1.744791716337203979e-01,-3.652374446392059326e-01,-2.594339549541473389e-01
-2.017260044813156128e-01,1.912654340267181396e-01,-3.306746482849121094e-01,-3.427672982215881348e-01
-3.122217059135437012e-01,-3.385416790843009949e-02,-4.154204130172729492e-01,-3.844339549541473389e-01
-2.017260044813156128e-01,1.498444378376007080e-01,-3.815220892429351807e-01,-4.261006414890289307e-01
-3.406148850917816162e-01,4.947916790843009949e-02,-4.166458249092102051e-01,-4.261006414890289307e-01
-1.461704373359680176e-01,2.578125000000000000e-01,-3.984712660312652588e-01,-4.005058407783508301e-01
-2.295037806034088135e-01,9.114583581686019897e-02,-4.090115129947662354e-01,-4.261006414890289307e-01
3.260517716407775879e-01,4.947916790843009949e-02,1.749367415904998779e-01,7.389937341213226318e-02
7.535946369171142578e-02,4.947916790843009949e-02,1.100033223628997803e-01,1.155660375952720642e-01
2.982740104198455811e-01,7.812500000000000000e-03,2.645646035671234131e-01,1.593900173902511597e-01
-9.061488509178161621e-02,-1.246034502983093262e-01,2.525756135582923889e-02,3.223270550370216370e-02
7.269696891307830811e-02,-9.563978761434555054e-02,1.269524693489074707e-01,1.155660375952720642e-01
-3.505933284759521484e-02,-1.171875000000000000e-01,1.005945056676864624e-01,1.930217295885086060e-01
1.316073387861251831e-01,9.114583581686019897e-02,1.734899282455444336e-01,1.572327017784118652e-01
-2.572815418243408203e-01,-2.838541567325592041e-01,-9.338650852441787720e-02,-9.276729822158813477e-02
2.149406671524047852e-01,-7.552083581686019897e-02,1.405982673168182373e-01,3.223270550370216370e-02
-1.739482134580612183e-01,-1.588541716337203979e-01,8.308407850563526154e-03,7.389937341213226318e-02
-2.295037806034088135e-01,-4.505208432674407959e-01,-5.948820337653160095e-02,-3.324163705110549927e-02
2.049622498452663422e-02,-3.385416790843009949e-02,1.779247522354125977e-01,2.596670687198638916e-01
4.827400296926498413e-02,-3.671875000000000000e-01,1.680079661309719086e-02,-9.276729822158813477e-02
7.605177909135818481e-02,-7.552083581686019897e-02,1.439016312360763550e-01,1.473259478807449341e-01
1.568474471569061279e-01,-7.552083581686019897e-02,5.603661760687828064e-02,3.223270550370216370e-02
2.427184432744979858e-01,-6.189744919538497925e-02,9.305416792631149292e-02,5.009227991104125977e-02
1.615666002035140991e-01,-3.385416790843009949e-02,1.495607495307922363e-01,1.155660375952720642e-01
-7.281553465873003006e-03,-1.588541716337203979e-01,4.220671206712722778e-02,-9.276729822158813477e-02
1.038295552134513855e-01,-3.671875000000000000e-01,1.100033223628997803e-01,1.155660375952720642e-01
-6.283710896968841553e-02,1.425707712769508362e-03,-9.251198172569274902e-02,-4.284294322133064270e-03
2.049622498452663422e-02,-7.070758193731307983e-02,1.608507782220840454e-01,2.121521979570388794e-01
7.605177909135818481e-02,-9.342513978481292725e-02,8.037827908992767334e-02,3.223270550370216370e-02
1.316073387861251831e-01,-5.076434463262557983e-02,1.554138362407684326e-01,1.155660375952720642e-01
7.605177909135818481e-02,-1.413340270519256592e-01,4.145510122179985046e-02,-9.433962404727935791e-03
1.593851149082183838e-01,-7.607959210872650146e-02,1.118406653404235840e-01,3.223270550370216370e-02
2.149406671524047852e-01,-3.385416790843009949e-02,9.305416792631149292e-02,7.389937341213226318e-02
2.704962193965911865e-01,-1.171875000000000000e-01,1.608507782220840454e-01,7.389937341213226318e-02
2.427184432744979858e-01,-1.424224972724914551e-01,1.947490870952606201e-01,1.988993734121322632e-01
4.827400296926498413e-02,-9.934282302856445312e-02,1.100033223628997803e-01,1.039750128984451294e-01
-3.505933284759521484e-02,-2.005208283662796021e-01,-5.948820337653160095e-02,-9.276729822158813477e-02
-8.070991933345794678e-02,-2.838541567325592041e-01,-8.640744723379611969e-03,-5.110063031315803528e-02
-9.061488509178161621e-02,-2.838541567325592041e-01,-2.558989636600017548e-02,-9.276729822158813477e-02
-7.281553465873003006e-03,-1.588541716337203979e-01,8.308407850563526154e-03,-9.433962404727935791e-03
1.120011806488037109e-01,-1.588541716337203979e-01,2.116982340812683105e-01,1.572327017784118652e-01
-1.183926612138748169e-01,-3.385416790843009949e-02,1.100033223628997803e-01,1.155660375952720642e-01
4.827400296926498413e-02,1.328125000000000000e-01,1.100033223628997803e-01,1.572327017784118652e-01
2.427184432744979858e-01,7.812500000000000000e-03,1.439016312360763550e-01,1.464640647172927856e-01
5.433331429958343506e-02,-3.255208432674407959e-01,9.305416792631149292e-02,3.223270550370216370e-02
-2.662707865238189697e-02,-1.279488950967788696e-01,4.220671206712722778e-02,3.223270550370216370e-02
1.142733842134475708e-01,-9.034225344657897949e-02,5.709401890635490417e-02,3.223270550370216370e-02
-2.412472851574420929e-03,-2.005208283662796021e-01,9.305416792631149292e-02,6.463023275136947632e-02
7.605177909135818481e-02,-3.385416790843009949e-02,1.269524693489074707e-01,7.389937341213226318e-02
-7.281553465873003006e-03,-2.005208283662796021e-01,2.525756135582923889e-02,-4.870778322219848633e-02
-2.295037806034088135e-01,-3.255208432674407959e-01,-7.514436542987823486e-02,8.783625066280364990e-02
5.210071802139282227e-02,-1.591865718364715576e-01,5.915586650371551514e-02,3.535025194287300110e-02
1.243392229080200195e-01,-3.385416790843009949e-02,5.915586650371551514e-02,-9.433962404727935791e-03
1.565195247530937195e-02,-1.227565258741378784e-01,5.915586650371551514e-02,3.223270550370216370e-02
1.038295552134513855e-01,-7.552083581686019897e-02,1.022348701953887939e-01,3.223270550370216370e-02
-2.017260044813156128e-01,-2.421875000000000000e-01,-1.442339718341827393e-01,-1.200602129101753235e-01
2.333872392773628235e-02,-1.171875000000000000e-01,4.220671206712722778e-02,3.223270550370216370e-02
1.316073387861251831e-01,9.114583581686019897e-02,3.642406165599822998e-01,5.322327017784118652e-01
-7.281553465873003006e-03,-7.729312777519226074e-02,3.026188723742961884e-02,6.938030570745468140e-02
2.433849573135375977e-01,-4.805399104952812195e-03,3.226470351219177246e-01,3.655660450458526611e-01
1.316073387861251831e-01,-7.552083581686019897e-02,2.964439988136291504e-01,2.405660450458526611e-01
1.871628910303115845e-01,8.533843606710433960e-02,3.303422927856445312e-01,4.072327017784118652e-01
4.536858499050140381e-01,-3.385416790843009949e-02,4.659355282783508301e-01,3.655660450458526611e-01
-2.572815418243408203e-01,-2.421875000000000000e-01,1.100033223628997803e-01,1.988993734121322632e-01
4.093851149082183838e-01,-7.552083581686019897e-02,4.150880575180053711e-01,2.405660450458526611e-01
1.273497045040130615e-01,-5.695444345474243164e-02,2.258914113044738770e-01,2.405660450458526611e-01
3.280700147151947021e-01,8.394403755664825439e-02,3.811897635459899902e-01,3.591693043708801270e-01
1.297184824943542480e-01,4.947916790843009949e-02,2.116982340812683105e-01,3.238993585109710693e-01
1.271322071552276611e-01,-1.588541716337203979e-01,2.455965429544448853e-01,2.822327017784118652e-01
2.704962193965911865e-01,4.355782642960548401e-03,2.401863038539886475e-01,3.408311605453491211e-01
-3.505933284759521484e-02,-2.421875000000000000e-01,1.947490870952606201e-01,3.238993585109710693e-01
4.067335277795791626e-02,-1.171875000000000000e-01,1.014362275600433350e-01,2.444564253091812134e-01
1.593851149082183838e-01,4.947916790843009949e-02,2.455965429544448853e-01,4.488993585109710693e-01
1.871628910303115845e-01,-3.385416790843009949e-02,2.457191944122314453e-01,2.405660450458526611e-01
2.486443817615509033e-01,2.994791567325592041e-01,4.828846752643585205e-01,4.072327017784118652e-01
5.204962491989135742e-01,-1.027108877897262573e-01,5.049242377281188965e-01,4.488993585109710693e-01
1.968890726566314697e-01,-1.347153484821319580e-01,1.947490870952606201e-01,1.155660375952720642e-01
2.982740104198455811e-01,4.947916790843009949e-02,3.133931457996368408e-01,3.785700798034667969e-01
-6.283710896968841553e-02,-1.171875000000000000e-01,1.777999401092529297e-01,3.238993585109710693e-01
5.204962491989135742e-01,-1.171875000000000000e-01,4.828846752643585205e-01,3.238993585109710693e-01
1.316073387861251831e-01,-1.588541716337203979e-01,1.777999401092529297e-01,2.405660450458526611e-01
2.427184432744979858e-01,9.114583581686019897e-02,3.133931457996368408e-01,3.655660450458526611e-01
2.960097789764404297e-01,5.824590474367141724e-02,3.642406165599822998e-01,3.608561456203460693e-01
1.049439143389463425e-02,-8.078500628471374512e-02,1.608507782220840454e-01,2.405660450458526611e-01
7.605177909135818481e-02,-3.385416790843009949e-02,1.777999401092529297e-01,2.409515827894210815e-01
1.710383594036102295e-01,-1.171875000000000000e-01,3.025386333465576172e-01,3.655660450458526611e-01
3.816073238849639893e-01,-3.385416790843009949e-02,3.303422927856445312e-01,1.572327017784118652e-01
4.371629059314727783e-01,-1.171875000000000000e-01,3.811897635459899902e-01,2.822327017784118652e-01
2.414170503616333008e-01,2.994791567325592041e-01,4.320372343063354492e-01,3.238993585109710693e-01
1.593851149082183838e-01,7.078053057193756104e-02,2.964439988136291504e-01,4.072327017784118652e-01
1.278544068336486816e-01,-4.864586144685745239e-02,1.481592655181884766e-01,1.155660375952720642e-01
7.605177909135818481e-02,-2.005208283662796021e-01,2.964439988136291504e-01,7.389937341213226318e-02
5.204962491989135742e-01,-3.385416790843009949e-02,4.384791851043701172e-01,2.747902274131774902e-01
1.316073387861251831e-01,1.328125000000000000e-01,2.964439988136291504e-01,4.905660450458526611e-01
1.593851149082183838e-01,-6.570670008659362793e-02,2.794948518276214600e-01,2.405660450458526611e-01
4.827400296926498413e-02,-3.385416790843009949e-02,2.201991975307464600e-01,2.405660450458526611e-01
2.982740104198455811e-01,7.812500000000000000e-03,2.625457048416137695e-01,3.263063430786132812e-01
2.427184432744979858e-01,7.812500000000000000e-03,2.964439988136291504e-01,3.423559665679931641e-01
1.826303005218505859e-01,7.812500000000000000e-03,2.116982340812683105e-01,3.297271132469177246e-01
-7.281553465873003006e-03,-1.588541716337203979e-01,2.040974646806716919e-01,2.822327017784118652e-01
2.704962193965911865e-01,7.580916583538055420e-02,3.472914695739746094e-01,4.488993585109710693e-01
2.427184432744979858e-01,6.566981971263885498e-02,3.271429240703582764e-01,5.322327017784118652e-01
2.427184432744979858e-01,-3.385416790843009949e-02,2.286473959684371948e-01,4.488993585109710693e-01
5.772808194160461426e-02,-8.257541060447692871e-02,1.947490870952606201e-01,2.822327017784118652e-01
1.871628910303115845e-01,-3.385416790843009949e-02,2.286473959684371948e-01,3.238993585109710693e-01
1.038295552134513855e-01,1.328125000000000000e-01,2.625457048416137695e-01,4.708410501480102539e-01
2.049622498452663422e-02,-3.385416790843009949e-02,2.116982340812683105e-01,2.405660450458526611e-01
